/*C3*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C4*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C3*/INSERT INTO FLOW_METRICS VALUES(1339019177,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',-1207828384)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-B','2','ops',-858468216)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','1','in',323826064)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','1','out',-869076096)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','1','ops',570485688)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','2','in',-321321816)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','2','out',1043776392)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-C','2','ops',-1169168008)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','1','in',1028351568)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','1','out',2021265544)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','1','ops',-1134901568)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','2','in',-101800984)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','2','out',-442375536)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','28','flowlet-D','2','ops',1968701656)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','in',-233976056)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','out',-1951743392)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','ops',1229605216)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','in',-1686906128)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','out',-1041079584)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','ops',2140097760)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','in',-1063291632)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','out',856536872)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','ops',-1054283296)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','in',-1648565288)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','out',1636039872)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','ops',458296768)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','in',1506884704)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','out',-1701812864)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','ops',1096246608)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','in',-869661384)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','out',1479782904)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','ops',-1481277064)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','in',-1040138136)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','out',1822961488)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','ops',-1708522104)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','in',-1163206016)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','out',682869288)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','ops',-2063756496)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','1','in',96607040)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','1','out',2146932248)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','1','ops',1850195848)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','2','in',829576856)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','2','out',-1919500072)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-A','2','ops',-2102702560)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','1','in',-1958130704)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','1','out',1955594224)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','1','ops',16551880)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','2','in',196943968)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','2','out',1734466648)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-B','2','ops',1683003232)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','1','in',-169664224)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','1','out',-1099542416)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','1','ops',507677704)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','2','in',440965368)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','2','out',-1540583464)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-C','2','ops',-1202652496)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','1','in',-1376718800)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','1','out',-745798176)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','1','ops',-1874886392)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','2','in',1435226864)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','2','out',-1389929280)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','ABC','28','flowlet-D','2','ops',1954122368)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','1','in',112843224)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','1','out',-1439746320)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','1','ops',-831811704)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','2','in',950016800)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','2','out',1869362056)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-A','2','ops',-614954792)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','1','in',1200677280)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','1','out',-509762792)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','1','ops',1143478792)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','2','in',140244600)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','2','out',1737311784)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-B','2','ops',52410520)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','1','in',40727456)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','1','out',950403864)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','1','ops',-2015754368)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','2','in',-2145881056)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','2','out',-542838976)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-C','2','ops',1145087648)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','1','in',218853040)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','1','out',-138113904)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','1','ops',-1604861816)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','2','in',58283000)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','2','out',1708955688)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','18','flowlet-D','2','ops',1783170504)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','in',364294680)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','out',-127930344)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','ops',446587664)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','in',242817448)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','out',-205207168)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','ops',1957694376)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','in',1523235432)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','out',381624960)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','ops',-1885634184)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','in',-231735504)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','out',2104447016)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','ops',-2077420696)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','in',1652608488)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','out',-2069112840)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','ops',758441592)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','in',1315107720)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','out',-840371632)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','ops',896225288)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','in',737829464)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','out',-549166624)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','ops',-1879016104)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','in',-1839421448)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','out',-1907588760)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','ops',-1805697856)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','1','in',-1040437328)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','1','out',1093144136)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','1','ops',-160060248)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','2','in',-1351577152)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','2','out',1529832304)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-A','2','ops',301538512)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','1','in',-1015886440)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','1','out',-2053238616)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','1','ops',1875548896)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','2','in',-1727665888)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','2','out',-1949546080)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-B','2','ops',465882176)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','1','in',975619080)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','1','out',448117016)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','1','ops',-383486328)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','2','in',-1616379784)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','2','out',329447216)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-C','2','ops',-1899864200)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','1','in',20855456)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','1','out',-606847128)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','1','ops',-1738732824)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','2','in',1154117872)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','2','out',-296642368)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','18','flowlet-D','2','ops',146137024)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','1','in',695141928)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','1','out',-2105306128)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','1','ops',-592144296)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','2','in',44769712)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','2','out',-572679104)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-A','2','ops',588690992)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','1','in',959594984)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','1','out',1556406520)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','1','ops',-721045696)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','2','in',1244246144)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','2','out',-1814404480)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-B','2','ops',208804424)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','1','in',135876632)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','1','out',-1112272816)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','1','ops',-123244320)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','2','in',763189536)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','2','out',-1927432104)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-C','2','ops',704028448)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','1','in',-1542866912)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','1','out',-376686336)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','1','ops',1054819016)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','2','in',-859361176)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','2','out',2000201080)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','XYZ','28','flowlet-D','2','ops',-860097600)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','in',-1938772672)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','out',-1025737464)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','ops',-652365056)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','in',1275030088)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','out',-1844559672)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','ops',215976216)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','in',1455280360)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','out',596467480)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','ops',1855901648)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','in',-1799204008)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','out',188255336)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','ops',1173843736)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','in',244232832)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','out',-533375280)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','ops',1841688896)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','in',-1049853920)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','out',-2140994488)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','ops',755989176)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','in',-1920042864)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','out',1379090768)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','ops',-1692077912)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','in',-1978253432)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','out',298450424)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','ops',-107792856)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','1','in',-1398304552)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','1','out',-741511336)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','1','ops',-1169890608)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','2','in',690823952)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','2','out',-1884540904)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-A','2','ops',-1412405568)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','1','in',-348355744)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','1','out',-835882112)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','1','ops',-1844758064)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','2','in',-2085610208)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','2','out',2037788088)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-B','2','ops',1338833736)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','1','in',-1152783952)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','1','out',1147926960)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','1','ops',42308376)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','2','in',-1824583496)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','2','out',778494392)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-C','2','ops',861189040)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','1','in',1399455456)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','1','out',376786336)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','1','ops',-1876313488)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','2','in',1317225288)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','2','out',-2030349368)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','indexer','XYZ','28','flowlet-D','2','ops',-1660165792)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',-1344030456)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','1','out',-267974144)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','1','ops',-1877868800)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','2','in',-918897128)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','2','out',1834076024)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-A','2','ops',831082448)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','1','in',-488177352)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','1','out',-137196752)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','1','ops',1563545248)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','2','in',73225992)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','2','out',400235016)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-B','2','ops',471198128)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-C','1','in',-2128635336)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-C','1','out',-1781602928)
INSERT INTO FLOW_METRICS VALUES(1339019178,'demo','personalization','targetting','ABC','18','flowlet-C','1','ops',27682944)
