# Bower Dependencies
# dependency,version,type,license,license_url,homepage,license_page
"org.apache.twill.twill-core-0.6.0-incubating.jar","0.6.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-core-0.7.0-incubating.jar","0.7.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-api-0.4.0-incubating-SNAPSHOT.jar","0.4.0","incubating-SNAPSHOT","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.apache.twill.twill-discovery-api-0.4.0-incubating.jar","0.4.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-api-0.5.0-incubating.jar","0.5.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-api-0.6.0-incubating.jar","0.6.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-api-0.7.0-incubating.jar","0.7.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-core-0.4.0-incubating-SNAPSHOT.jar","0.4.0","incubating-SNAPSHOT","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.apache.twill.twill-discovery-core-0.4.0-incubating.jar","0.4.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-core-0.5.0-incubating.jar","0.5.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-core-0.6.0-incubating.jar","0.6.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-discovery-core-0.7.0-incubating.jar","0.7.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-yarn-0.4.0-incubating-SNAPSHOT.jar","0.4.0","incubating-SNAPSHOT","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.apache.twill.twill-yarn-0.4.0-incubating.jar","0.4.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-yarn-0.5.0-incubating.jar","0.5.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-yarn-0.6.0-incubating.jar","0.6.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-yarn-0.7.0-incubating.jar","0.7.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-zookeeper-0.4.0-incubating-SNAPSHOT.jar","0.4.0","incubating-SNAPSHOT","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.apache.twill.twill-zookeeper-0.4.0-incubating.jar","0.4.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-zookeeper-0.5.0-incubating.jar","0.5.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-zookeeper-0.6.0-incubating.jar","0.6.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.twill.twill-zookeeper-0.7.0-incubating.jar","0.7.0","incubating","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.velocity.velocity-1.5.jar","1.5","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.apache.xbean.xbean-reflect-3.6.jar","3.6","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.apache.zookeeper.zookeeper-3.4.5.jar","3.4.5","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.cloudera.htrace.htrace-core-2.04.jar","2.04","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-core-asl-1.8.8.jar","1.8.8","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-core-asl-1.9.11.jar","1.9.11","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-jaxrs-1.8.3.jar","1.8.3","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-jaxrs-1.8.8.jar","1.8.8","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-mapper-asl-1.8.8.jar","1.8.8","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-mapper-asl-1.9.11.jar","1.9.11","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-xc-1.8.3.jar","1.8.3","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.jackson.jackson-xc-1.8.8.jar","1.8.8","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.codehaus.janino.commons-compiler-2.7.6.jar","2.7.6","","New BSD license","http://www.opensource.org/licenses/bsd-license.php"
"org.codehaus.janino.janino-2.7.6.jar","2.7.6","","New BSD license","http://www.opensource.org/licenses/bsd-license.php"
"org.codehaus.jettison.jettison-1.1.jar","1.1","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.datanucleus.datanucleus-api-jdo-3.2.6.jar","3.2.6","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.datanucleus.datanucleus-core-3.2.10.jar","3.2.10","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.datanucleus.datanucleus-rdbms-3.2.9.jar","3.2.9","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.eclipse.jetty.aggregate.jetty-all-7.6.0.v20120127.jar","7.6.0","v20120127","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-continuation-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-http-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-io-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-jaspi-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-jndi-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-plus-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-security-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-server-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-servlet-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-util-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-webapp-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.jetty-xml-8.1.15.v20140411.jar","8.1.15","v20140411","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.eclipse.jetty.orbit.javax.activation-1.1.0.v201105071233.jar","1.1.0","v201105071233","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.eclipse.jetty.orbit.javax.mail.glassfish-1.4.1.v201005082020.jar","1.4.1","v201005082020","CDDL 1.0","https://glassfish.dev.java.net/public/CDDL+GPL.html"
"org.eclipse.jetty.orbit.javax.security.auth.message-1.0.0.v201108011116.jar","1.0.0","v201108011116","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.eclipse.jetty.orbit.javax.servlet-3.0.0.v201112011016.jar","3.0.0","v201112011016","CDDL 1.0","https://glassfish.dev.java.net/public/CDDL+GPL.html"
"org.eclipse.jetty.orbit.javax.transaction-1.1.1.v201105210645.jar","1.1.1","v201105210645","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.fusesource.leveldbjni.leveldbjni-all-1.8.jar","1.8","","New BSD license","https://raw.githubusercontent.com/fusesource/leveldbjni/master/license.txt"
"org.glassfish.hk2.external.asm-all-repackaged-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.external.cglib-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.external.javax.inject-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.hk2-api-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.hk2-locator-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.hk2-utils-2.2.0-b21.jar","2.2.0","b21","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.hk2.osgi-resource-locator-1.0.1.jar","1.0.1","","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.glassfish.jersey.core.jersey-common-2.4.1.jar","2.4.1","","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html"
"org.iq80.leveldb.leveldb-0.6.jar","0.6","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.iq80.leveldb.leveldb-api-0.6.jar","0.6","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.iq80.snappy.snappy-0.2.jar","0.2","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jamon.jamon-runtime-2.3.1.jar","2.3.1","","Mozilla public license 1.1","http://www.mozilla.org/MPL/1.1/index.txt"
"org.jblas.jblas-1.2.3.jar","1.2.3","","BSD 3","https://github.com/mikiobraun/jblas/blob/master/COPYING"
"org.jboss.resteasy.async-http-servlet-3.0-3.0.8.Final.jar","3.0","3.0.8.Final","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jboss.resteasy.jaxrs-api-3.0.8.Final.jar","3.0.8","Final","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jboss.resteasy.resteasy-guice-3.0.8.Final.jar","3.0.8","Final","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jboss.resteasy.resteasy-jaxrs-3.0.8.Final.jar","3.0.8","Final","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jboss.resteasy.resteasy-servlet-initializer-3.0.8.Final.jar","3.0.8","Final","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.jboss.spec.javax.annotation.jboss-annotations-api_1.1_spec-1.0.1.Final.jar","1.0.1","Final","Best of CDDL and GPL 2.0","https://glassfish.java.net/public/CDDL+GPL_1_1.html"
"org.jodd.jodd-core-3.6.3.jar","3.6.3","","BSD 2","http://jodd.org/license.html"
"org.json4s.json4s-ast_2.10-3.2.10.jar","3.2.10","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.json4s.json4s-ast_2.10-3.2.6.jar","3.2.6","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.json4s.json4s-core_2.10-3.2.10.jar","3.2.10","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.json4s.json4s-core_2.10-3.2.6.jar","3.2.6","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.json4s.json4s-jackson_2.10-3.2.10.jar","3.2.10","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.json4s.json4s-jackson_2.10-3.2.6.jar","3.2.6","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.mortbay.jetty.jetty-6.1.22.jar","6.1.22","","Eclipse Public License Version 1.0 + AL, V2","http://www.eclipse.org/legal/epl-v10.html"
"org.mortbay.jetty.jetty-util-6.1.26.jar","6.1.26","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.mortbay.jetty.servlet-api-2.5-20081211.jar","2.5","20081211","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.objenesis.objenesis-1.2.jar","1.2","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.ow2.asm.asm-all-4.0.jar","4.0","","BSD License","http://asm.ow2.org/license.html"
"org.ow2.asm.asm-all-5.0.3.jar","5.0.3","","BSD License","http://asm.ow2.org/license.html"
"org.pentaho.pentaho-aggdesigner-algorithm-5.1.5-jhyde.jar","5.1.5","jhyde","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.quartz-scheduler.quartz-2.2.0.jar","2.2.0","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.quartz-scheduler.quartz-jobs-2.2.0.jar","2.2.0","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.roaringbitmap.RoaringBitmap-0.4.5.jar","0.4.5","","Apache 2","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.scala-lang.scala-compiler-2.10.1.jar","2.10.1","","BSD-like","http://www.scala-lang.org/license.html"
"org.scala-lang.scala-library-2.10.1.jar","2.10.1","","BSD-like","http://www.scala-lang.org/license.html"
"org.scala-lang.scala-library-2.10.4.jar","2.10.4","","BSD-like","http://www.scala-lang.org/license.html"
"org.scala-lang.scala-reflect-2.10.1.jar","2.10.1","","BSD-like","http://www.scala-lang.org/license.html"
"org.scala-lang.scala-reflect-2.10.4.jar","2.10.4","","BSD-like","http://www.scala-lang.org/license.html"
"org.scala-lang.scalap-2.10.0.jar","2.10.0","","BSD-like","http://www.scala-lang.org/license.html"
"org.scalamacros.quasiquotes_2.10-2.0.1.jar","2.0.1","","BSD-like","http://www.scala-lang.org/license.html"
"org.scalanlp.breeze-macros_2.10-0.11.2.jar","0.11.2","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.scalanlp.breeze_2.10-0.11.2.jar","0.11.2","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.slf4j.jcl-over-slf4j-1.7.10.jar","1.7.10","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.slf4j.jcl-over-slf4j-1.7.2.jar","1.7.2","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.slf4j.jcl-over-slf4j-1.7.5.jar","1.7.5","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.slf4j.jul-to-slf4j-1.7.10.jar","1.7.10","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.slf4j.jul-to-slf4j-1.7.5.jar","1.7.5","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.slf4j.log4j-over-slf4j-1.7.7.jar","1.7.7","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.slf4j.slf4j-api-1.7.5.jar","1.7.5","","MIT license","http://www.slf4j.org/license.html"
"org.spark-project.akka.akka-actor_2.10-2.2.3-shaded-protobuf.jar","2.2.3","shaded-protobuf","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spark-project.akka.akka-actor_2.10-2.3.4-spark.jar","2.3.4","spark","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0"
"org.spark-project.akka.akka-remote_2.10-2.2.3-shaded-protobuf.jar","2.2.3","shaded-protobuf","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spark-project.akka.akka-remote_2.10-2.3.4-spark.jar","2.3.4","spark","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0"
"org.spark-project.akka.akka-slf4j_2.10-2.2.3-shaded-protobuf.jar","2.2.3","shaded-protobuf","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spark-project.akka.akka-slf4j_2.10-2.3.4-spark.jar","2.3.4","spark","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0"
"org.spark-project.protobuf.protobuf-java-2.4.1-shaded.jar","2.4.1","shaded","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spark-project.protobuf.protobuf-java-2.5.0-spark.jar","2.5.0","spark","New BSD license","http://www.opensource.org/licenses/bsd-license.php"
"org.spark-project.pyrolite-2.0.1.jar","2.0.1","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spark-project.spark.unused-1.0.0.jar","1.0.0","","The Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.spire-math.spire-macros_2.10-0.7.4.jar","0.7.4","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.spire-math.spire_2.10-0.7.4.jar","0.7.4","","MIT License","http://www.opensource.org/licenses/mit-license.php"
"org.tachyonproject.tachyon-0.4.1-thrift.jar","0.4.1","thrift","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.tachyonproject.tachyon-0.5.0.jar","0.5.0","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.tachyonproject.tachyon-client-0.5.0.jar","0.5.0","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.tukaani.xz-1.0.jar","1.0","","Public Domain",""
"org.uncommons.maths.uncommons-maths-1.2.2a.jar","1.2.2","a","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.xerial.snappy.snappy-java-1.0.4.1.jar","1.0.4.1","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"org.xerial.snappy.snappy-java-1.0.5.jar","1.0.5","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"org.xerial.snappy.snappy-java-1.1.1.7.jar","1.1.1.7","","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt"
"oro.oro-2.0.8.jar","2.0.8","","Apache License, Version 1.1","http://www.apache.org/licenses/LICENSE-1.1"
"spark-plugins-1.3.0-SNAPSHOT.jar","1.3.0","SNAPSHOT","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"stax.stax-api-1.0.1.jar","1.0.1","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"tomcat.jasper-runtime-5.5.23.jar","5.5.23","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"tracker-0.1.0-SNAPSHOT.jar","0.1.0","SNAPSHOT","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"transform-plugins-1.2.1.jar","1.2.1","","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"transform-plugins-1.3.0-SNAPSHOT.jar","1.3.0","SNAPSHOT","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.html"
"xmlenc.xmlenc-0.52.jar","0.52","","BSD 2","http://opensource.org/licenses/bsd-license.php"
